				stand	atp1	atp2	atp3	p1tp2	p1tp3	p2tp3
麻煩	卡車	新屋	搬家	0.45	0.266	0.256	0.371	0.2	0.068	0.174
整理	遷離	房屋	搬家	0.447	0.292	0.298	0.376	0.124	0.202	0.193
麻煩	卡車	房子	搬家	0.442	0.266	0.256	0.462	0.2	0.139	0.203
公司	遷移	整理	搬家	0.442	0.409	0.367	0.292	0.168	0.228	0.23
公司	車子	遷離	搬家	0.437	0.409	0.285	0.298	0.239	0.171	0.145
整理	遷居	新屋	搬家	0.437	0.292	0.418	0.371	0.193	0.241	0.21
麻煩	貨車	新屋	搬家	0.435	0.266	0.291	0.371	0.204	0.068	0.22
整理	桌椅	遷離	搬家	0.434	0.292	0.306	0.298	0.246	0.124	0.092
公司	遷移	車子	搬家	0.433	0.409	0.367	0.285	0.168	0.239	0.22
車子	桌椅	遷離	搬家	0.431	0.285	0.306	0.298	0.22	0.145	0.092
麻煩	整理	新屋	搬家	0.431	0.266	0.292	0.371	0.189	0.068	0.241
卡車	遷徙	桌椅	搬家	0.43	0.256	0.383	0.306	0.196	0.203	0.115
遷移	工人	車子	搬家	0.428	0.367	0.303	0.285	0.118	0.22	0.189
卡車	遷移	整理	搬家	0.426	0.256	0.367	0.292	0.178	0.08	0.23
卡車	新屋	遷離	搬家	0.426	0.256	0.371	0.298	0.174	0.081	0.244
遷移	車子	桌椅	搬家	0.425	0.367	0.285	0.306	0.22	0.091	0.22
遷移	貨車	桌椅	搬家	0.425	0.367	0.291	0.306	0.217	0.091	0.23
卡車	整理	新屋	搬家	0.423	0.256	0.292	0.371	0.08	0.174	0.241
公司	辛苦	車子	搬家	0.418	0.409	0.303	0.285	0.206	0.239	0.134
貨車	轉學	新屋	搬家	0.412	0.291	0.397	0.371	0.238	0.22	0.189
貨車	辛苦	桌椅	搬家	0.406	0.291	0.303	0.306	0.08	0.23	0.184
遷移	整理	房屋	搬家	0.402	0.367	0.292	0.376	0.23	0.201	0.202
卡車	辛苦	桌椅	搬家	0.4	0.256	0.303	0.306	0.076	0.203	0.184
遷移	整理	桌椅	搬家	0.398	0.367	0.292	0.306	0.23	0.091	0.246
麻煩	貨車	遷離	搬家	0.396	0.266	0.291	0.298	0.204	0.152	0.103
工人	車子	遷離	搬家	0.394	0.303	0.285	0.298	0.189	0.158	0.145
貨車	新屋	遷離	搬家	0.393	0.291	0.371	0.298	0.22	0.103	0.244
公司	整理	新屋	搬家	0.392	0.409	0.292	0.371	0.228	0.211	0.241
麻煩	整理	遷離	搬家	0.392	0.266	0.292	0.298	0.189	0.152	0.124
卡車	桌椅	新屋	搬家	0.391	0.256	0.306	0.371	0.203	0.174	0.164
公司	辛苦	桌椅	搬家	0.39	0.409	0.303	0.306	0.206	0.238	0.184
公司	車子	整理	搬家	0.39	0.409	0.285	0.292	0.239	0.228	0.129
麻煩	卡車	遷離	搬家	0.387	0.266	0.256	0.298	0.2	0.152	0.081
麻煩	公司	整理	搬家	0.386	0.266	0.409	0.292	0.165	0.189	0.228
整理	桌椅	移民	搬家	0.379	0.292	0.306	0.4	0.246	0.18	0.193
麻煩	貨車	遷居	搬家	0.377	0.266	0.291	0.418	0.204	0.232	0.163
遷移	貨車	整理	搬家	0.373	0.367	0.291	0.292	0.217	0.23	0.13
車子	桌椅	移民	搬家	0.367	0.285	0.306	0.4	0.22	0.21	0.193
遷移	車子	整理	搬家	0.364	0.367	0.285	0.292	0.22	0.23	0.129
貨車	整理	新屋	搬家	0.363	0.291	0.292	0.371	0.13	0.22	0.241
麻煩	整理	遷居	搬家	0.363	0.266	0.292	0.418	0.189	0.232	0.193
辛苦	車子	桌椅	搬家	0.355	0.303	0.285	0.306	0.134	0.184	0.22
貨車	桌椅	新屋	搬家	0.353	0.291	0.306	0.371	0.23	0.22	0.164
整理	新屋	遷離	搬家	0.352	0.292	0.371	0.298	0.241	0.124	0.244
麻煩	卡車	遷居	搬家	0.351	0.266	0.256	0.418	0.2	0.232	0.157
麻煩	卡車	整理	搬家	0.345	0.266	0.256	0.292	0.2	0.189	0.08
麻煩	整理	桌椅	搬家	0.331	0.266	0.292	0.306	0.189	0.098	0.246
麻煩	貨車	桌椅	搬家	0.33	0.266	0.291	0.306	0.204	0.098	0.23
麻煩	貨車	整理	搬家	0.327	0.266	0.291	0.292	0.204	0.189	0.13
麻煩	卡車	桌椅	搬家	0.326	0.266	0.256	0.306	0.2	0.098	0.203
卡車	整理	桌椅	搬家	0.324	0.256	0.292	0.306	0.08	0.203	0.246
整理	桌椅	新屋	搬家	0.318	0.292	0.306	0.371	0.246	0.241	0.164
公司	車子	桌椅	搬家	0.302	0.409	0.285	0.306	0.239	0.238	0.22
公司	整理	桌椅	搬家	0.295	0.409	0.292	0.306	0.228	0.238	0.246
車子	整理	桌椅	搬家	0.287	0.285	0.292	0.306	0.129	0.22	0.246
貨車	整理	桌椅	搬家	0.283	0.291	0.292	0.306	0.13	0.23	0.246
